ns1:loc,ns1:lastmod,ns1:changefreq,ns1:priority
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/prieto-pariente-la-provincia-644872-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/obalo-644856,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/bodegas-obalo-644856-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/gianni-gagliardo-da-batie-638320,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/gianni-gagliardo-da-batie-638320-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-magondeau-636761,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-magondeau-636761-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/marquis-de-mons-633073,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/marquis-de-mons-633073-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/clos-bel-air-633040,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/clos-bel-air-633040-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ferngrove-frankland-river-cabernet-merlot-632638,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ferngrove-frankland-river-cabernet-merlot-632638-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ravenswood-dickerson-single-vineyard-zinfandel-2010-599183,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/zinfandel-vignoble-unique-dickerson-ravenswood-2010-599183-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/albert-bichot-pinot-noir-gamay-2015-556399-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/albert-bichot-pinot-noir-gamay-2015-556399-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/harvey-river-estate-merlot-2017-528314,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/harvey-river-estate-merlot-2017-528314-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/sassicaia-480533-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/sassicaia-480533-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/tom-gore-cabernet-sauvignon-2016-451336-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/tom-gore-cabernet-sauvignon-2016-451336-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/emiliana-novas-gran-reserva-cabernet-sauvignon-merlot-2013-437947,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/cabernet-sauvignon-merlot-gran-reserva-emiliana-novas-2013-437947-2,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/rede-reserva-2011-431262-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/rede-reserva-2011-431262-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/alta-vista-premium-estate-malbec-2015-677443-1,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/alta-vista-premium-estate-malbec-2015-677443-1,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/kanonkop-paul-sauer-648105,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/paul-sauer-kanonkop-648105-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-cos-labory-647016,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-cos-labory-647016-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-de-fonbel-646935,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-de-fonbel-646935-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-pibran-646927,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-pibran-646927-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/cardone-archita-gioia-del-colle-primitivo-2014-488353,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/gioia-del-colle-primitivo-archita-cardone-2014-488353-2,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/marchesi-de-frescobaldi-tenuta-di-castiglioni-2014-474759,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/tenuta-di-castiglioni-marchesi-de-frescobaldi-2014-474759-2,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-fleur-haut-gaussens-2010-445510-1,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-fleur-haut-gaussens-2010-445510-1,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/duck-pond-pinot-noir-2014-427872,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/pinot-noir-duck-pond-2014-427872-2,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/villa-erbice-tremenel-amarone-della-valpolicella-2010-388629-1,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/villa-erbice-tremenel-amarone-della-valpolicella-2010-388629-1,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/capanna-brunello-di-montalcino-2013-378513-1,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/capanna-brunello-di-montalcino-2013-378513-1,2019-02-22,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ridge-lytton-springs-2014-982413,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/lytton-springs-ridge-2014-982413-2,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/carvalhas-vinhas-velhas-638213,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/carvalhas-vinhas-velhas-638213-2,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/casa-ermelinda-freitas-syrah-2016-605013-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/casa-ermelinda-freitas-syrah-2016-605013-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/dona-ermelinda-tinto-2016-605005,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/dona-ermelinda-tinto-2016-605005-2,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ad%C3%A3o-ant%C3%B3nio-aguiar-reserva-2014-539544,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ad%C3%A3o-ant%C3%B3nio-aguiar-reserva-2014-539544-2,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/tommasi-palanca-2015-527077-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/tommasi-palanca-2015-527077-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/barefoot-red-moscato-498493-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/barefoot-red-moscato-498493-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/dona-ermelinda-reserva-2015-492743,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/dona-ermelinda-reserva-2015-492743-2,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/backsberg-pumphouse-shiraz-2015-438423-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/backsberg-pumphouse-shiraz-2015-438423-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/barefoot-zinfandel-419937,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/zinfandel-barefoot-419937-2,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/inniskillin-winemakers-series-merlot-2010-326389-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/inniskillin-winemakers-series-merlot-2010-326389-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/castello-di-ama-lapparita-2014-39776-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/castello-di-ama-lapparita-2014-39776-1,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/clos-de-loratoire-des-papes-ch%C3%A2teauneuf-du-pape-2014-993279-1,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/clos-de-loratoire-des-papes-ch%C3%A2teauneuf-du-pape-2014-993279-1,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/boina-red-2016-575380,2019-02-17,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/boina-red-2016-575380-2,2019-02-17,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/radacini-cabernet-sauvignon-2015-548545-1,2019-02-17,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/radacini-cabernet-sauvignon-2015-548545-1,2019-02-17,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/grand-puy-ducasse-646869,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-grand-puy-ducasse-646869-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/crissante-alessandria-roggeri-barolo-639674,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/barolo-roggeri-crissante-alessandria-639674-2,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-sociando-mallet-594382,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-sociando-mallet-594382-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/gran-enemigo-single-vineyard-gualtallary-cabernet-franc-2013-562645,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/cabernet-franc-gualtallary-vignoble-unique-gran-enemigo-2013-562645-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/las-quebradas-monastrell-2014-544726,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/monastrell-las-quebradas-enrique-mendoza-2014-544726-2,2019-02-21,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-de-lamarque-2010-440198,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-de-lamarque-2010-440198-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ravenswood-besieged-2014-414136-1,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ravenswood-besieged-2014-414136-1,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/hinterbrook-nomad-pinot-noir-2010-364372,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/hinterbrook-nomad-pinot-noir-2010-364372-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/solanera-vi%C3%B1as-viejas-2015-276162-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/solanera-vi%C3%B1as-viejas-2015-276162-1,2019-02-23,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/blackbird-arise-red-2014-261719,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/arise-rouge-blackbird-2014-261719-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-peyros-tannat-cabernet-franc-2012-208249,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/tannat-cabernet-franc-ch%C3%A2teau-peyros-2012-208249-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/garc%C3%A9s-silva-amayna-syrah-2008-143529,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/syrah-amayna-2008-143529-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/sea-smoke-southing-pinot-noir-2015-9795,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/pinot-noir-southing-sea-smoke-2015-9795-2,2019-02-20,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/maison-leroy-bourgogne-rouge-2015-735829,2019-02-18,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/bourgogne-rouge-maison-leroy-2015-735829-2,2019-02-18,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/castello-di-querceto-chianti-164798-1,2019-02-18,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/castello-di-querceto-chianti-164798-1,2019-02-18,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/fielding-cabernet-franc-2015-36194-1,2019-02-18,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/fielding-cabernet-franc-2015-36194-1,2019-02-18,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-clarke-2016-667840,2019-02-17,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/ch%C3%A2teau-clarke-2016-667840-2,2019-02-17,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/anko-flor-de-card%C3%B3n-malbec-2014-536706-1,2019-02-19,,
https://www.lcbo.com/webapp/wcs/stores/servlet/fr/lcbo/vin-rouge-2-14001/anko-flor-de-card%C3%B3n-malbec-2014-536706-1,2019-02-19,,
https://www.lcbo.com/webapp/wcs/stores/servlet/en/lcbo/red-wine-14001/ch%C3%A2teau-pichon-longueville-baron-2009-528265-1,2019-02-17,,
